order_date,delivery_date,customer_age,customer_gender,location,delivery_type,product_category,sub_category,product,unit_price,shipping_fee,order_quantity,sale_price,status,reason,rating
2020-03-01,2020-03-05,29,M,Volta,Express,Electronics,Home Audio,Triple Power C20 Super Bass USB Bluetooth Subwoofer - Brown + free S530 V4.0 Bluetooth Headset - Black,  97.75 ,7.0,3,97.75,Returned,Delivey - Missing item/part,3
2020-03-01,2020-03-17,24,M,Weija,Shipped from Abroad,Fashion,Girl's fashion,Fashion Girl's Dress Kids Children Newborn Baby Dinner Party Princess Dress Ball Gown,  125.00 ,6.0,9,125.0,Returned,Onsite -Description mismatch,3
2020-02-29,2020-03-05,19,M,Weija,Express,Health and beauty,Beauty and personal care,Clere Avocado Milk Body Lotion With Vitamins E+A - 400ml,  17.00 ,18.0,7,17.0,Returned,Onsite -Description mismatch,3
2020-02-29,2020-03-12,24,M,Weija,Shipped from Abroad,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,16.0,6,52.0,Returned,Delivey - Missing item/part,3
2020-02-29,2020-03-03,19,M,Ashanti,Express,Health and beauty,Medical supplies and Equipment,voice blood Pressure Monitor Digital BP Pulse Health Vascular Heartbeat Test,  129.00 ,10.0,3,129.0,Returned,Delivey - Missing item/part,2
2020-02-29,2020-03-14,30,M,Weija,Shipped from Abroad,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,13.0,6,100.0,Returned,Product - Not fitting expectation,3
2020-02-28,2020-03-01,26,M,Weija,Express,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,17.0,5,49.0,Returned,Product - Not fitting expectation,3
2020-02-28,2020-03-09,22,M,Western,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Aichun Beauty Eight Pack Essential Oil - 30ml,  35.00 ,13.0,6,35.0,Returned,Onsite -Description mismatch,2
2020-02-27,2020-03-02,24,M,Greater Accra,Express,Electronics,Home Audio,Triple Power C20 Super Bass USB Bluetooth Subwoofer - Brown + free S530 V4.0 Bluetooth Headset - Black,  97.75 ,12.0,3,97.75,Returned,Delivery-Wrong item,3
2020-02-27,2020-03-02,25,M,Upper West,Express,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,20.0,4,19.0,Returned,Delivery-Wrong item,2
2020-02-26,2020-03-06,21,M,Northern,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,6.0,9,55.0,Returned,Product - Not fitting expectation,3
2020-02-26,2020-03-16,25,M,Greater Accra,Shipped from Abroad,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,14.0,7,19.0,Returned,Delivery-Wrong item,1
2020-02-25,2020-03-11,21,M,North East,Shipped from Abroad,Fashion,Men's fashion,Sports Pants - Black,  50.00 ,14.0,5,50.0,Returned,Quality-Defective item,1
2020-02-25,2020-02-29,23,M,Ashanti,Express,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,5.0,1,75.0,Returned,Quality-Defective item,2
2020-02-24,2020-02-26,29,M,Weija,Express,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,7.0,5,19.0,Returned,Delivey - Missing item/part,1
2020-02-24,2020-03-09,24,M,Volta,Shipped from Abroad,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,16.0,1,368.0,Returned,Delivery-Wrong item,1
2020-02-24,2020-02-26,20,M,Greater Accra,Express,Health and beauty,Medical supplies and Equipment,Muscle Stimulators - Abdominal Muscle Trainer Set - Fitness,  55.00 ,5.0,4,55.0,Returned,Product - Not fitting expectation,3
2020-02-23,2020-03-13,29,M,Ashanti,Shipped from Abroad,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,13.0,5,27.0,Returned,Delivey - Missing item/part,3
2020-02-23,2020-03-05,20,M,Western,Shipped from Abroad,Home and Office,Kitchen and dinning,Potluck Lunch Box - Brown,  220.00 ,5.0,4,220.0,Returned,Product - Not fitting expectation,1
2020-02-22,2020-03-08,29,M,Greater Accra,Standard Delivery,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,17.0,6,63.0,Returned,Quality-Defective item,1
2020-02-22,2020-03-07,29,M,Greater Accra,Standard Delivery,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,8.0,5,17.0,Returned,Delivery-Wrong item,2
2020-02-22,2020-02-29,28,M,Weija,Standard Delivery,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,9.0,6,70.0,Returned,Product - Not fitting expectation,1
2020-02-22,2020-02-25,30,M,Greater Accra,Express,Home and Office,Home and Furniture,8 Cubes Plastic Wardrobe - Blue/White,  175.00 ,16.0,8,175.0,Returned,Quality-Defective item,1
2020-02-21,2020-02-26,25,M,Upper West,Standard Delivery,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,5.0,6,100.0,Returned,Product - Not fitting expectation,2
2020-02-21,2020-03-11,28,M,Western,Shipped from Abroad,Fashion,Men's fashion,Sports Pants - Black,  50.00 ,5.0,3,50.0,Returned,Delivery-Wrong item,1
2020-02-21,2020-02-26,28,M,Ashanti,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM - Black,  446.40 ,19.0,10,446.4,Returned,Quality-Defective item,2
2020-02-21,2020-03-03,19,M,Western,Shipped from Abroad,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,3.0,4,19.0,Returned,Delivey - Missing item/part,2
2020-02-21,2020-02-23,28,M,Weija,Express,Home and Office,Tools and Home Improvement,Maze Batik Designed 3D Wallpaper - 10M - White/Black,  135.00 ,10.0,3,135.0,Returned,Product - Not fitting expectation,1
2020-02-19,2020-02-28,22,M,Greater Accra,Standard Delivery,Fashion,Women's fashion,Yazole Leather Wrist Watch - Black,  16.00 ,15.0,8,16.0,Returned,Delivey - Missing item/part,2
2020-02-19,2020-03-05,25,M,Greater Accra,Shipped from Abroad,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,14.0,2,100.0,Returned,Delivery-Wrong item,2
2020-02-19,2020-02-22,26,M,Greater Accra,Express,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,10.0,10,795.0,Returned,Product - Not fitting expectation,3
2020-02-18,2020-02-27,29,M,Western,Standard Delivery,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,4.0,2,75.0,Returned,Quality-Defective item,1
2020-02-18,2020-02-20,25,M,Greater Accra,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,10.0,8,629.0,Returned,Delivery-Wrong item,3
2020-02-17,2020-02-22,21,M,Greater Accra,Express,Health and beauty,Medical supplies and Equipment,Blood Pressure Monitor Digital Wrist BP Pulse Monitor Meter Heart Rate Measure,  63.20 ,14.0,5,63.2,Returned,Delivery-Wrong item,3
2020-02-17,2020-03-08,25,M,Ashanti,Shipped from Abroad,Health and beauty,Medical supplies and Equipment,Blood Pressure Monitor Digital Wrist BP Pulse Monitor Meter Heart Rate Measure,  63.20 ,8.0,9,63.2,Returned,Not Added,2
2020-02-17,2020-02-20,30,M,Upper East,Express,Fashion,Women's fashion,Yazole Leather Wrist Watch - Black,  16.00 ,5.0,9,16.0,Returned,Delivey - Missing item/part,3
2020-02-16,2020-02-27,24,M,Ashanti,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,19.0,1,629.0,Returned,Delivey - Missing item/part,2
2020-02-15,2020-03-05,29,M,Prampram,Shipped from Abroad,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,15.0,2,27.0,Returned,Product - Not fitting expectation,1
2020-02-15,2020-02-19,30,M,Greater Accra,Express,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,5.0,3,19.0,Returned,Quality-Defective item,3
2020-02-14,2020-02-26,23,M,Western,Standard Delivery,Phones and Tablet,Mobile phones,Samsung A3 Core Dual SIM - 16GB HDD - 1GB RAM - Blue,  387.00 ,11.0,8,387.0,Returned,Delivery-Wrong item,1
2020-02-14,2020-02-26,29,M,Ashanti,Shipped from Abroad,Health and beauty,Beauty and personal care,Clere Avocado Milk Body Lotion With Vitamins E+A - 400ml,  17.00 ,15.0,10,17.0,Returned,Not Added,1
2020-02-14,2020-02-16,23,M,Ashanti,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,5.0,7,629.0,Returned,Quality-Defective item,3
2020-02-14,2020-02-21,23,M,Weija,Standard Delivery,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,16.0,8,52.0,Returned,Delivey - Missing item/part,2
2020-02-13,2020-02-17,24,M,Greater Accra,Express,Electronics,Home Audio,Triple Power C20 Super Bass USB Bluetooth Subwoofer - Brown + free S530 V4.0 Bluetooth Headset - Black,  97.75 ,14.0,5,97.75,Returned,Product - Not fitting expectation,1
2020-02-13,2020-02-18,23,M,Ashanti,Express,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,9.0,7,100.0,Returned,Quality-Defective item,2
2020-02-13,2020-02-18,27,M,Weija,Standard Delivery,Fashion,Boy's fashion,Fashion Boys Sneakers Children Outdoor Shoes-Black,  86.00 ,13.0,3,86.0,Returned,Delivey - Missing item/part,1
2020-02-12,2020-02-17,27,M,Greater Accra,Express,Fashion,Boy's fashion,Fashion Boys Sneakers Children Outdoor Shoes-Black,  86.00 ,13.0,7,86.0,Returned,Delivery-Wrong item,1
2020-02-11,2020-02-13,20,M,Greater Accra,Express,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,7.0,5,120.0,Returned,Product - Not fitting expectation,1
2020-02-11,2020-02-21,26,M,Ashanti,Standard Delivery,Health and beauty,Medical supplies and Equipment,Blood Pressure Monitor Digital Wrist BP Pulse Monitor Meter Heart Rate Measure,  63.20 ,16.0,7,63.2,Returned,Quality-Defective item,2
2020-02-10,2020-02-15,28,M,Western,Standard Delivery,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,7.0,4,52.0,Returned,Onsite -Description mismatch,1
2020-02-10,2020-02-24,20,M,Western,Standard Delivery,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,8.0,3,19.0,Returned,Delivey - Missing item/part,1
2020-02-10,2020-02-15,26,M,Savannah,Standard Delivery,Fashion,Women's fashion,Fashion 4-Piece Leather HandBag Set - Black,  49.00 ,3.0,8,49.0,Returned,Quality-Defective item,2
2020-02-08,2020-02-11,22,M,Oti,Express,Health and beauty,Vitamins & Dietary Supplements,Cq Amaigrissant Slimming Tea - 20 Tea Bags,  28.00 ,14.0,8,28.0,Returned,Quality-Defective item,2
2020-02-08,2020-02-25,28,M,Greater Accra,Shipped from Abroad,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,4.0,2,75.0,Returned,Onsite -Description mismatch,3
2020-02-08,2020-02-16,26,M,Western,Standard Delivery,Fashion,Women's fashion,Yazole Leather Wrist Watch - Black,  16.00 ,4.0,10,16.0,Returned,Delivery-Wrong item,2
2020-02-07,2020-02-12,20,M,Prampram,Standard Delivery,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,13.0,2,19.0,Returned,Onsite -Description mismatch,1
2020-02-07,2020-02-20,27,M,Western,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Hemani Ultra Slim Tea - 10 Bags,  15.00 ,4.0,9,15.0,Returned,Delivey - Missing item/part,2
2020-02-07,2020-02-09,19,M,Ashanti,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM - Black,  446.40 ,4.0,9,446.4,Returned,Quality-Defective item,1
2020-02-06,2020-02-08,26,M,Greater Accra,Express,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,8.0,1,75.0,Returned,Delivey - Missing item/part,3
2020-02-06,2020-02-19,22,M,Gbawe,Shipped from Abroad,Fashion,Boy's fashion,Fashion Boys Sneakers Children Outdoor Shoes-Black,  86.00 ,17.0,2,86.0,Returned,Quality-Defective item,1
2020-02-05,2020-02-19,28,M,Greater Accra,Shipped from Abroad,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,15.0,6,52.0,Returned,Onsite -Description mismatch,2
2020-02-05,2020-02-09,27,M,Greater Accra,Express,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,12.0,7,75.0,Returned,Delivey - Missing item/part,2
2020-02-05,2020-02-14,22,M,Kasoa,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,17.0,8,55.0,Returned,Quality-Defective item,3
2020-02-04,2020-02-09,27,M,Western,Express,Health and beauty,Medical supplies and Equipment,Portable Blood Pressure Monitor - White,  102.00 ,8.0,10,102.0,Returned,Product - Not fitting expectation,3
2020-02-04,2020-02-08,26,M,Upper West,Express,Fashion,Men's fashion,100%Cotton 4 Piece Short Sleeve T-Shirts - Multicolour,  80.00 ,8.0,3,80.0,Returned,Delivey - Missing item/part,3
2020-02-04,2020-02-06,20,M,Greater Accra,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM - Black,  446.40 ,10.0,2,446.4,Returned,Quality-Defective item,3
2020-02-04,2020-02-19,23,M,Greater Accra,Shipped from Abroad,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,4.0,6,19.0,Returned,Product - Not fitting expectation,3
2020-02-03,2020-02-17,25,M,Greater Accra,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM - Black,  446.40 ,9.0,10,446.4,Returned,Delivey - Missing item/part,2
2020-02-03,2020-02-21,29,M,Ashanti,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR Camera - Black,"  2,720.00 ",7.0,3,2720.0,Returned,Product - Not fitting expectation,1
2020-02-03,2020-02-18,28,M,Greater Accra,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,18.0,7,55.0,Returned,Quality-Defective item,2
2020-02-03,2020-02-06,27,M,Kasoa,Express,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,5.0,3,63.0,Returned,Quality-Defective item,1
2020-02-03,2020-02-18,26,M,Greater Accra,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",17.0,1,4700.0,Returned,Delivery-Wrong item,2
2020-02-02,2020-02-08,21,M,Eastern,Standard Delivery,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,10.0,6,19.0,Returned,Product - Not fitting expectation,2
2020-02-02,2020-02-07,23,M,North East,Express,Home and Office,Home and Furniture,8 Cubes Plastic Wardrobe - Blue/White,  175.00 ,16.0,10,175.0,Returned,Onsite -Description mismatch,3
2020-02-02,2020-02-07,29,M,Ashanti,Express,Home and Office,Home and Furniture,8 Cubes Plastic Wardrobe - Blue/White,  175.00 ,14.0,7,175.0,Returned,Onsite -Description mismatch,2
2020-02-02,2020-02-14,29,M,Ashanti,Shipped from Abroad,Health and beauty,Vitamins & Dietary Supplements,Optimum Nutrition Creatine Sports - 5000mg per Daily Serve Powder,  115.00 ,14.0,8,115.0,Returned,Quality-Defective item,3
2020-02-02,2020-02-17,21,M,Volta,Standard Delivery,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,6.0,4,385.0,Returned,Delivery-Wrong item,2
2020-02-01,2020-02-20,22,M,Volta,Shipped from Abroad,Fashion,Men's fashion,100%Cotton 4 Piece Short Sleeve T-Shirts - Multicolour,  80.00 ,7.0,8,80.0,Returned,Delivey - Missing item/part,2
2020-02-01,2020-02-07,20,M,Greater Accra,Standard Delivery,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,8.0,5,70.0,Returned,Quality-Defective item,3
2020-01-31,2020-02-16,29,M,Weija,Shipped from Abroad,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,4.0,8,19.0,Returned,Delivey - Missing item/part,1
2020-01-31,2020-02-12,30,M,Ashanti,Shipped from Abroad,Health and beauty,Medical supplies and Equipment,voice blood Pressure Monitor Digital BP Pulse Health Vascular Heartbeat Test,  129.00 ,14.0,3,129.0,Returned,Delivey - Missing item/part,1
2020-01-30,2020-02-07,20,M,Greater Accra,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Aichun Beauty Eight Pack Essential Oil - 30ml,  35.00 ,7.0,7,35.0,Returned,Onsite -Description mismatch,1
2020-01-29,2020-02-13,25,M,Greater Accra,Shipped from Abroad,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,5.0,6,100.0,Returned,Onsite -Description mismatch,2
2020-01-28,2020-01-31,22,M,Greater Accra,Express,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,15.0,8,19.0,Returned,Product - Not fitting expectation,2
2020-01-28,2020-01-31,30,M,Greater Accra,Express,Health and beauty,Medical supplies and Equipment,voice blood Pressure Monitor Digital BP Pulse Health Vascular Heartbeat Test,  129.00 ,6.0,4,129.0,Returned,Delivey - Missing item/part,2
2020-01-28,2020-02-07,22,M,Weija,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Cq Amaigrissant Slimming Tea - 20 Tea Bags,  28.00 ,17.0,10,28.0,Returned,Delivey - Missing item/part,1
2020-01-27,2020-02-13,27,M,Greater Accra,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",12.0,1,4700.0,Returned,Not Added,1
2020-01-26,2020-02-08,27,M,Kasoa,Shipped from Abroad,Home and Office,Kitchen and dinning,Potluck Lunch Box - Brown,  220.00 ,3.0,1,220.0,Returned,Delivery-Wrong item,2
2020-01-26,2020-02-09,27,M,Greater Accra,Shipped from Abroad,Home and Office,Kitchen and dinning,Potluck Lunch Box - Brown,  220.00 ,11.0,10,220.0,Returned,Product - Not fitting expectation,2
2020-01-25,2020-02-09,23,M,Greater Accra,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02 - 64GB HDD - 3GB RAM Smartphone - Black,  629.00 ,14.0,8,629.0,Returned,Delivery-Wrong item,3
2020-01-24,2020-01-28,24,M,Weija,Express,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,16.0,8,368.0,Returned,Delivery-Wrong item,2
2020-01-24,2020-01-31,22,M,Ashanti,Standard Delivery,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,17.0,8,795.0,Returned,Delivey - Missing item/part,1
2020-01-24,2020-01-29,27,M,Western,Express,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,3.0,8,42.0,Returned,Onsite -Description mismatch,3
2020-01-24,2020-02-13,29,M,Ashanti,Shipped from Abroad,Health and beauty,Medical supplies and Equipment,Muscle Stimulators - Abdominal Muscle Trainer Set - Fitness,  55.00 ,17.0,7,55.0,Returned,Quality-Defective item,1
2020-01-23,2020-01-28,22,M,Greater Accra,Standard Delivery,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,19.0,4,120.0,Returned,Quality-Defective item,2
2020-01-23,2020-01-29,20,M,Volta,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Optimum Nutrition Creatine Sports - 5000mg per Daily Serve Powder,  115.00 ,13.0,1,115.0,Returned,Delivey - Missing item/part,1
2020-01-23,2020-02-11,30,M,Oyarifa,Shipped from Abroad,Fashion,Boy's fashion,Fashion Boys Sneakers Children Outdoor Shoes-Black,  86.00 ,5.0,8,86.0,Returned,Delivey - Missing item/part,2
2020-01-22,2020-02-03,27,M,Western,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM - Black,  446.40 ,18.0,4,446.4,Returned,Product - Not fitting expectation,2
2020-01-22,2020-02-03,22,M,Oti,Standard Delivery,Health and beauty,Beauty and personal care,Clere Avocado Milk Body Lotion With Vitamins E+A - 400ml,  17.00 ,19.0,1,17.0,Returned,Delivery-Wrong item,1
2020-01-22,2020-01-26,29,M,Ashanti,Express,Home and Office,Kitchen and dinning,Heat Resistant Glass Storage Bowl - 15 Pieces Multicolour,  100.00 ,7.0,2,100.0,Returned,Delivey - Missing item/part,3
2020-01-21,2020-02-05,29,M,Kitase,Standard Delivery,Home and Office,Kitchen and dinning,Potluck Lunch Box - Brown,  220.00 ,14.0,7,220.0,Returned,Delivery-Wrong item,2
2020-01-19,2020-02-02,27,M,Ashanti,Shipped from Abroad,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,10.0,10,795.0,Returned,Delivey - Missing item/part,2
2020-01-18,2020-01-23,30,M,Upper East,Express,Health and beauty,Fragrances,Fragrance World Smart Black Eau de Parfum Spray - 100ml,  63.00 ,17.0,5,63.0,Returned,Onsite -Description mismatch,2
2020-01-18,2020-01-28,30,M,Oyarifa,Standard Delivery,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,15.0,6,19.0,Returned,Quality-Defective item,2
2020-01-18,2020-01-22,27,M,Western,Express,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,20.0,1,120.0,Returned,Delivey - Missing item/part,2
2020-01-17,2020-02-04,28,M,Prampram,Shipped from Abroad,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,5.0,8,42.0,Returned,Delivey - Missing item/part,2
2020-01-14,2020-01-18,20,M,Greater Accra,Express,Health and beauty,Beauty and personal care,Clere Radiance Oil Control Toner - 100ml,  17.00 ,15.0,7,17.0,Returned,Delivey - Missing item/part,2
2020-01-14,2020-01-17,29,M,Ashanti,Express,Fashion,Men's fashion,Yazole Analog Quartz Wrist Watch - Black,  19.00 ,15.0,10,19.0,Returned,Onsite -Description mismatch,1
2020-01-14,2020-01-18,22,M,Weija,Express,Phones and Tablet,Mobile phones,Samsung A3 Core Dual SIM - 16GB HDD - 1GB RAM - Blue,  387.00 ,3.0,8,387.0,Returned,Quality-Defective item,1
2020-01-14,2020-01-21,26,M,Greater Accra,Standard Delivery,Home and Office,Tools and Home Improvement,Maze Batik Designed 3D Wallpaper - 10M - White/Black,  135.00 ,6.0,3,135.0,Returned,Onsite -Description mismatch,2
2020-01-14,2020-02-01,23,M,Greater Accra,Shipped from Abroad,Phones and Tablet,Tablets,"Amazon Fire HD 8 Kids Tablet 32GB HDD - 2GB RAM - 8"" Blue",  795.00 ,3.0,1,795.0,Returned,Onsite -Description mismatch,3
2020-01-13,2020-02-02,28,M,Greater Accra,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR Camera - Black,"  2,720.00 ",5.0,3,2720.0,Returned,Product - Not fitting expectation,1
2020-01-13,2020-01-26,26,M,Upper West,Standard Delivery,Phones and Tablet,Mobile accessories,B5 HiFi 5.0 Ture Wireless Headsets Auto Pair Touch - Black,  52.00 ,11.0,6,52.0,Returned,Onsite -Description mismatch,2
2020-01-13,2020-01-20,19,M,Ashanti,Standard Delivery,Health and beauty,Vitamins & Dietary Supplements,Vida Divina TeDivina (Detox Tea Formula) - 1 Tea Bag,  55.00 ,12.0,4,55.0,Returned,Onsite -Description mismatch,2
2020-01-12,2020-01-16,30,M,Greater Accra,Express,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,11.0,2,70.0,Returned,Quality-Defective item,1
2020-01-12,2020-01-23,29,M,Ashanti,Shipped from Abroad,Electronics,Home Audio,6030 3.1 Bluetooth Home Theatre With Remote Control - Black + Free Smartwatch,  385.00 ,20.0,4,385.0,Returned,Delivery-Wrong item,2
2020-01-12,2020-01-22,29,M,Ashanti,Standard Delivery,Fashion,Boy's fashion,Boys Sneakers Casual Kids Sports Shoes-Gold,  120.00 ,4.0,4,120.0,Returned,Delivery-Wrong item,1
2020-01-11,2020-01-13,28,M,Ashanti,Express,Health and beauty,Fragrances,Avon Soft Musk Eau de Toilette Spray - 50ml,  75.00 ,10.0,8,75.0,Returned,Quality-Defective item,3
2020-01-11,2020-01-20,26,M,Western,Standard Delivery,Fashion,Boy's fashion,Fashion Boys Sneakers Children Outdoor Shoes-Black,  86.00 ,6.0,4,86.0,Returned,Product - Not fitting expectation,2
2020-01-10,2020-01-23,29,M,Ashanti,Standard Delivery,Phones and Tablet,Tablets,10.1'' Business Tablet with MT6582 Quad-Core Processor,  368.00 ,4.0,1,368.0,Returned,Delivey - Missing item/part,3
2020-01-09,2020-01-11,29,M,Weija,Express,Phones and Tablet,Mobile accessories,M4 Smart Bracelet Sports Pedometer Watch,  27.00 ,20.0,3,27.0,Returned,Onsite -Description mismatch,2
2020-01-09,2020-01-22,26,M,Western,Standard Delivery,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",13.0,1,4700.0,Returned,Delivery-Wrong item,2
2020-01-08,2020-01-12,26,M,Greater Accra,Express,Health and beauty,Beauty and personal care,L A Girl Pro Coverage HD Illuminating Liquid Foundation - Coffee,  42.00 ,5.0,5,42.0,Returned,Product - Not fitting expectation,3
2020-01-06,2020-01-20,23,M,Greater Accra,Standard Delivery,Home and Office,Home and Furniture,Lindy 12 Cubes Wardrobe 8 Doors - Brown,  100.00 ,19.0,8,100.0,Returned,Product - Not fitting expectation,2
2020-01-05,2020-01-23,27,M,Greater Accra,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 60D CMOS DSLR Camera Bundle - 18 - 55mm Lens - Black,"  4,700.00 ",10.0,1,4700.0,Returned,Delivery-Wrong item,3
2020-01-05,2020-01-10,24,M,Oyarifa,Standard Delivery,Fashion,Girl's fashion,Trust Leather Buckle Shoes - Black,  70.00 ,19.0,7,70.0,Returned,Product - Not fitting expectation,2
2020-01-04,2020-01-17,27,M,Greater Accra,Standard Delivery,Fashion,Women's fashion,Leather Vintage Bracelet Watch - Black,  19.00 ,6.0,4,19.0,Returned,Quality-Defective item,1
2020-01-03,2020-01-06,23,M,Ashanti,Express,Home and Office,Tools and Home Improvement,Maze Batik Designed 3D Wallpaper - 10M - White/Black,  135.00 ,15.0,5,135.0,Returned,Quality-Defective item,1
